mean_score,total_steps,std_score,max_score,min_score
-70.61980977503012,30,0.0,-70.61980977503012,-70.61980977503012
-78.77292074185401,60,0.0,-78.77292074185401,-78.77292074185401
-65.55189837062332,90,0.0,-65.55189837062332,-65.55189837062332
-65.72113747766646,120,0.0,-65.72113747766646,-65.72113747766646
-67.10777486669662,150,0.0,-67.10777486669662,-67.10777486669662
-63.66225636830751,180,0.0,-63.66225636830751,-63.66225636830751
